# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-T" "4" "-t" "gene" "-g" "gene" "-a" "/data/behringer_lab/Ref_Genome/E_coli/E_coli.gtf" "-o" "SRA_FimA_Counts.txt" "Sample_SRR8335000.sorted.bam" "Sample_SRR8335002.sorted.bam" "Sample_SRR8335003.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Sample_SRR8335000.sorted.bam	Sample_SRR8335002.sorted.bam	Sample_SRR8335003.sorted.bam
intR	NC_000913.3	1412000	1413235	-	1236	655	371	120
xisR	NC_000913.3	1413237	1413452	-	216	33	17	4
rcbA	NC_000913.3	1413531	1413740	-	210	2	0	1
ralA	NC_000913.3	1413556	1413734	+	179	0	0	0
ralR	NC_000913.3	1413733	1413927	-	195	44	21	2
recT	NC_000913.3	1413984	1414793	-	810	290	135	51
recE	NC_000913.3	1414786	1417386	-	2601	1286	624	113
racC	NC_000913.3	1417488	1417763	-	276	91	46	3
ydaE	NC_000913.3	1417838	1418008	-	171	16	8	0
kilR	NC_000913.3	1418008	1418229	-	222	103	77	9
kilS	NC_000913.3	1418405	1418502	-	98	70	35	7
sieB	NC_000913.3	1418671	1419159	+	489	73	31	8
ydaF	NC_000913.3	1419156	1419311	-	156	57	29	8
ydaG	NC_000913.3	1419322	1419456	-	135	68	39	5
racR	NC_000913.3	1419765	1420241	-	477	458	269	252
ydaS	NC_000913.3	1420365	1420661	+	297	51	29	13
ydaT	NC_000913.3	1420684	1421106	+	423	116	46	20
ydaU	NC_000913.3	1421119	1421976	+	858	328	183	34
ydaV	NC_000913.3	1421983	1422729	+	747	403	191	26
ydaW	NC_000913.3	1422752	1423312	+	561	308	168	99
rzpR	NC_000913.3	1423345	1423644	+	300	167	147	46
rzoR	NC_000913.3	1423400	1423585	+	186	0	0	0
trkG	NC_000913.3	1423782	1425239	+	1458	338	233	277
ynaK	NC_000913.3	1425377	1425640	+	264	37	20	6
ydaY	NC_000913.3	1425621	1425980	+	360	223	111	28
ynaA	NC_000913.3	1426454	1427482	+	1029	444	266	82
lomR	NC_000913.3	1427389	1428984	+	1596	436	227	59
insH5	NC_000913.3	1427746	1428726	-	981	0	0	0
stfR	NC_000913.3	1429049	1432411	+	3363	3363	2269	560
tfaR	NC_000913.3	1432411	1432986	+	576	953	551	98
pinR	NC_000913.3	1433084	1433674	-	591	388	313	102
ynaE	NC_000913.3	1433991	1434224	-	234	113	90	50
ynaM	NC_000913.3	1434293	1434406	-	114	109	89	30
ttcC	NC_000913.3	1434958	1435008	-	51	126	112	78
uspF	NC_000913.3	1435185	1435619	-	435	1066	1183	181
ompN	NC_000913.3	1435760	1436893	-	1134	401	251	35
micC	NC_000913.3	1437121	1437231	+	111	16	13	0
ydbK	NC_000913.3	1437260	1440784	-	3525	7436	9056	2204
ydbJ	NC_000913.3	1441058	1441324	+	267	347	385	201
hslJ	NC_000913.3	1441321	1441743	-	423	580	572	248
ldhA	NC_000913.3	1441854	1442843	-	990	511	437	200
ydbH	NC_000913.3	1443051	1445690	+	2640	1418	864	256
ynbE	NC_000913.3	1445687	1445872	+	186	81	49	22
ydbL	NC_000913.3	1445880	1446206	+	327	263	148	32
feaR	NC_000913.3	1446378	1447283	-	906	2500	1449	60
feaB	NC_000913.3	1447519	1449018	+	1500	1177	803	295
tynA	NC_000913.3	1449076	1451349	-	2274	1214	693	116
paaZ	NC_000913.3	1451597	1453642	-	2046	1172	584	90
paaA	NC_000913.3	1453927	1454856	+	930	282	164	24
paaB	NC_000913.3	1454868	1455155	+	288	136	59	13
paaC	NC_000913.3	1455164	1455910	+	747	404	178	20
paaD	NC_000913.3	1455925	1456422	+	498	316	161	24
paaE	NC_000913.3	1456430	1457500	+	1071	369	211	43
paaF	NC_000913.3	1457497	1458264	+	768	426	191	28
paaG	NC_000913.3	1458264	1459052	+	789	332	176	17
paaH	NC_000913.3	1459054	1460481	+	1428	755	360	65
paaI	NC_000913.3	1460471	1460893	+	423	81	45	24
paaJ	NC_000913.3	1460893	1462098	+	1206	1090	983	143
paaK	NC_000913.3	1462125	1463438	+	1314	1458	1500	143
paaX	NC_000913.3	1463539	1464489	+	951	1404	1332	207
paaY	NC_000913.3	1464471	1465061	+	591	825	803	95
ynbG	NC_000913.3	1465165	1465230	-	66	6	7	0
ydbA	NC_000913.3	1465392	1474013	+	8622	2913	1871	1060
insD2	NC_000913.3	1467921	1468826	-	906	0	0	0
insC2	NC_000913.3	1468784	1469149	-	366	0	0	0
pdxI	NC_000913.3	1474221	1475081	+	861	1694	2603	135
ydbD	NC_000913.3	1475144	1477450	+	2307	817	452	65
ynbA	NC_000913.3	1477621	1478226	+	606	129	45	3
ynbB	NC_000913.3	1478226	1479122	+	897	265	135	14
ynbC	NC_000913.3	1479138	1480895	+	1758	724	365	108
ynbD	NC_000913.3	1480909	1482201	+	1293	686	396	129
azoR	NC_000913.3	1482255	1482860	-	606	267	147	89
hrpA	NC_000913.3	1483061	1486963	+	3903	2437	1855	971
ydcF	NC_000913.3	1487235	1488035	+	801	750	914	283
aldA	NC_000913.3	1488232	1489671	+	1440	11201	12956	712
gapC	NC_000913.3	1489713	1490713	-	1001	6979	6826	22926
cybB	NC_000913.3	1490902	1491432	+	531	301	181	54
rydC	NC_000913.3	1491442	1491506	-	65	40	29	5
ydcA	NC_000913.3	1491677	1491850	+	174	408	746	57
yncP	NC_000913.3	1491876	1491944	+	69	57	120	9
hokB	NC_000913.3	1491922	1492071	-	150	15	19	4
mokB	NC_000913.3	1491962	1492129	-	168	9	2	0
sokB	NC_000913.3	1492119	1492175	+	57	66	71	59
trg	NC_000913.3	1492470	1494110	+	1641	785	531	314
ydcI	NC_000913.3	1494148	1495071	-	924	1986	1603	296
ydcJ	NC_000913.3	1495288	1496631	+	1344	18101	16881	200
opgD	NC_000913.3	1496856	1498511	+	1656	1708	1275	341
ydcH	NC_000913.3	1498651	1498875	+	225	1640	2900	13
rimL	NC_000913.3	1498938	1499477	+	540	326	367	201
ydcK	NC_000913.3	1499469	1500449	-	981	936	984	231
tehA	NC_000913.3	1500573	1501565	+	993	499	319	345
tehB	NC_000913.3	1501562	1502155	+	594	475	315	256
ydcL	NC_000913.3	1502457	1503125	+	669	1795	1174	315
yncK	NC_000913.3	1503218	1503649	-	432	173	171	91
insQ	NC_000913.3	1503657	1504865	+	1209	614	406	779
ydcO	NC_000913.3	1504905	1506080	-	1176	594	323	146
sutR	NC_000913.3	1506172	1506708	+	537	232	129	129
rlhA	NC_000913.3	1506781	1508742	+	1962	807	427	274
yncJ	NC_000913.3	1508834	1509064	-	231	128	62	15
hicA	NC_000913.3	1509286	1509462	+	177	211	161	118
hicB	NC_000913.3	1509508	1509924	+	417	434	242	274
ydcR	NC_000913.3	1510003	1511409	+	1407	960	566	594
ydcS	NC_000913.3	1511654	1512799	+	1146	14326	23692	117
ydcT	NC_000913.3	1512817	1513830	+	1014	3281	5780	49
ydcU	NC_000913.3	1513831	1514772	+	942	1700	2937	59
ydcV	NC_000913.3	1514762	1515556	+	795	1127	1970	17
patD	NC_000913.3	1515578	1517002	+	1425	2345	3893	107
yncL	NC_000913.3	1517099	1517194	-	96	74	77	23
ortT	NC_000913.3	1517389	1517562	+	174	94	60	59
ydcY	NC_000913.3	1517648	1517881	+	234	491	359	510
ydcZ	NC_000913.3	1517882	1518331	-	450	179	112	341
mnaT	NC_000913.3	1518328	1518846	-	519	249	182	318
curA	NC_000913.3	1519027	1520064	+	1038	1083	1558	141
mcbR	NC_000913.3	1520262	1520927	+	666	1201	949	116
yncD	NC_000913.3	1520963	1523065	-	2103	947	566	132
yncE	NC_000913.3	1523307	1524368	+	1062	469	316	1595
ansP	NC_000913.3	1524481	1525980	-	1500	591	310	143
yncG	NC_000913.3	1526247	1526864	+	618	261	440	133
yncH	NC_000913.3	1526940	1527152	+	213	33	14	2
rhsE	NC_000913.3	1527890	1529938	+	2049	1242	610	190
ydcD	NC_000913.3	1529922	1530404	+	483	34	22	6
yncO	NC_000913.3	1530319	1530504	-	186	9	13	2
yncI	NC_000913.3	1530586	1531639	+	1054	212	188	23
ydcC	NC_000913.3	1531816	1532952	+	1137	271	162	34
pptA	NC_000913.3	1533052	1533285	+	234	144	87	31
yddH	NC_000913.3	1533282	1533851	-	570	465	469	36
nhoA	NC_000913.3	1534024	1534869	+	846	477	340	57
yddE	NC_000913.3	1534965	1535858	-	894	540	336	275
narV	NC_000913.3	1535937	1536617	-	681	618	376	65
narW	NC_000913.3	1536614	1537309	-	696	483	365	58
narY	NC_000913.3	1537309	1538853	-	1545	1200	1084	117
narZ	NC_000913.3	1538850	1542590	-	3741	3298	2562	333
narU	NC_000913.3	1542672	1544060	-	1389	1487	1030	122
yddJ	NC_000913.3	1544384	1544719	-	336	49	15	3
yddK	NC_000913.3	1544758	1545714	-	957	23	19	8
yddL	NC_000913.3	1545738	1546028	-	291	17	14	6
yddG	NC_000913.3	1546288	1547169	-	882	277	147	34
fdnG	NC_000913.3	1547401	1550448	+	3048	1043	398	98
fdnH	NC_000913.3	1550461	1551345	+	885	321	128	33
fdnI	NC_000913.3	1551338	1551991	+	654	255	171	115
yddM	NC_000913.3	1552398	1552682	-	285	736	586	470
adhP	NC_000913.3	1552828	1553838	-	1011	2700	3577	834
maeA	NC_000913.3	1553972	1555669	-	1698	1152	1487	758
sra	NC_000913.3	1555826	1555963	-	138	8703	15052	1802
bdm	NC_000913.3	1556065	1556280	-	216	56	31	33
osmC	NC_000913.3	1556625	1557056	+	432	8264	12447	3927
ddpF	NC_000913.3	1557112	1558038	-	927	442	409	517
ddpD	NC_000913.3	1558031	1559017	-	987	421	436	94
ddpC	NC_000913.3	1559014	1559910	-	897	562	636	99
ddpB	NC_000913.3	1559907	1560929	-	1023	528	743	32
ddpA	NC_000913.3	1560931	1562481	-	1551	2911	4716	61
ddpX	NC_000913.3	1562495	1563076	-	582	1519	2219	38
dosP	NC_000913.3	1563334	1565733	-	2400	2689	3229	548
dosC	NC_000913.3	1565758	1567140	-	1383	3897	6709	680
yddY	NC_000913.3	1567178	1567219	-	42	9	7	1
digH	NC_000913.3	1567504	1568823	-	1320	531	265	210
gadC	NC_000913.3	1568954	1570489	-	1536	2578	763	419
gadB	NC_000913.3	1570645	1572045	-	1401	2084	648	600
pqqL	NC_000913.3	1572407	1575202	-	2796	558	319	166
yddB	NC_000913.3	1575247	1577619	-	2373	536	224	104
yddA	NC_000913.3	1577657	1579342	-	1686	310	166	37
yneP	NC_000913.3	1579545	1579667	+	123	4	4	1
ydeM	NC_000913.3	1579633	1580790	-	1158	179	98	20
ydeN	NC_000913.3	1580842	1582524	-	1683	303	173	57
ydeO	NC_000913.3	1582926	1583687	-	762	88	62	12
safA	NC_000913.3	1583762	1583959	-	198	8	2	1
ydeP	NC_000913.3	1584207	1586486	-	2280	769	427	103
ydeQ	NC_000913.3	1586820	1587734	-	915	209	97	15
ydeR	NC_000913.3	1587793	1588296	-	504	103	59	14
ydeS	NC_000913.3	1588309	1588839	-	531	160	81	15
ydeT	NC_000913.3	1588853	1590001	-	1149	266	105	14
yneL	NC_000913.3	1590334	1590536	-	203	55	37	25
hipA	NC_000913.3	1590854	1592176	-	1323	419	195	301
hipB	NC_000913.3	1592176	1592442	-	267	62	53	52
yneO	NC_000913.3	1592665	1598086	-	5422	2157	1184	511
lsrK	NC_000913.3	1598617	1600209	-	1593	21147	8626	190
lsrR	NC_000913.3	1600288	1601241	-	954	7856	3349	119
lsrA	NC_000913.3	1601490	1603025	+	1536	46675	16749	92
lsrC	NC_000913.3	1603019	1604047	+	1029	12875	6343	56
lsrD	NC_000913.3	1604047	1605039	+	993	8763	5183	47
lsrB	NC_000913.3	1605051	1606073	+	1023	23699	12840	59
lsrF	NC_000913.3	1606100	1606975	+	876	12243	6949	58
lsrG	NC_000913.3	1606999	1607289	+	291	5823	3430	63
tam	NC_000913.3	1607346	1608104	+	759	2863	2019	192
yneE	NC_000913.3	1608108	1609022	-	915	548	413	142
uxaB	NC_000913.3	1609229	1610680	-	1452	557	292	195
dgcF	NC_000913.3	1610907	1611854	-	948	275	141	287
yneG	NC_000913.3	1611966	1612325	-	360	124	99	89
glsB	NC_000913.3	1612325	1613251	-	927	316	141	240
sad	NC_000913.3	1613315	1614703	-	1389	490	278	632
yneJ	NC_000913.3	1614804	1615685	+	882	297	205	162
yneK	NC_000913.3	1615763	1616878	+	1116	234	104	39
ydeA	NC_000913.3	1617028	1618218	+	1191	387	221	581
marC	NC_000913.3	1618243	1618908	-	666	403	430	343
marR	NC_000913.3	1619120	1619554	+	435	132	84	128
marA	NC_000913.3	1619574	1619957	+	384	186	169	283
marB	NC_000913.3	1619989	1620207	+	219	137	91	118
eamA	NC_000913.3	1620238	1621137	-	900	384	325	164
ydeE	NC_000913.3	1621332	1622519	+	1188	420	377	174
mgtS	NC_000913.3	1622646	1622741	+	96	35	24	4
mgtT	NC_000913.3	1622741	1622845	+	105	9	9	1
mgrR	NC_000913.3	1622817	1622914	-	98	37	20	3
dgcZ	NC_000913.3	1622960	1623850	-	891	510	429	128
ydeI	NC_000913.3	1624105	1624497	-	393	1471	1799	204
ydeJ	NC_000913.3	1624773	1625291	+	519	1022	621	101
dcp	NC_000913.3	1625335	1627380	-	2046	1306	1074	815
ydfG	NC_000913.3	1627517	1628263	+	747	957	755	789
rspR	NC_000913.3	1628352	1629038	+	687	388	341	664
ydfZ	NC_000913.3	1629215	1629418	+	204	85	55	115
ydfI	NC_000913.3	1629453	1630913	-	1461	479	351	95
ydfJ	NC_000913.3	1631002	1632285	-	1284	407	268	130
ynfT	NC_000913.3	1632890	1633003	+	114	157	144	64
ydfK	NC_000913.3	1633072	1633305	+	234	109	105	42
pinQ	NC_000913.3	1633622	1634212	+	591	297	184	64
tfaQ	NC_000913.3	1634310	1634885	-	576	1673	1081	188
stfQ	NC_000913.3	1634885	1635847	-	963	277	156	56
nohA	NC_000913.3	1635798	1636367	-	570	1970	1362	125
ynfO	NC_000913.3	1636756	1636989	+	234	675	466	123
ydfO	NC_000913.3	1637047	1637457	+	411	24	14	3
gnsB	NC_000913.3	1637609	1637782	-	174	22	9	43
ynfN	NC_000913.3	1637954	1638109	-	156	15	6	4
ynfR	NC_000913.3	1638188	1638253	-	66	7	1	1
ynfQ	NC_000913.3	1638256	1638444	-	189	23	20	1
cspI	NC_000913.3	1638455	1638667	-	213	140	152	10
rzpQ	NC_000913.3	1639030	1639527	-	498	69	33	2
rzoQ	NC_000913.3	1639080	1639334	-	255	0	0	0
rrrQ	NC_000913.3	1639524	1640057	-	534	90	43	14
ydfR	NC_000913.3	1640054	1640365	-	312	61	29	10
essQ	NC_000913.3	1640370	1640585	-	216	41	23	4
ynfU	NC_000913.3	1640805	1640975	+	171	40	32	2
cspB	NC_000913.3	1641339	1641554	-	216	92	84	46
cspF	NC_000913.3	1641855	1642067	+	213	53	42	49
ynfS	NC_000913.3	1642122	1642211	+	90	577	943	100
ydfT	NC_000913.3	1642489	1643241	-	753	325	179	68
ydfU	NC_000913.3	1643255	1644304	-	1050	307	133	112
rem	NC_000913.3	1644651	1644902	-	252	228	170	108
hokD	NC_000913.3	1645119	1645274	-	156	2075	2141	1841
relE	NC_000913.3	1645346	1645633	-	288	3287	2906	1831
relB	NC_000913.3	1645633	1645872	-	240	1617	1552	852
ydfV	NC_000913.3	1645897	1646202	+	306	61	38	96
flxA	NC_000913.3	1646405	1646737	+	333	182	115	26
ydfW	NC_000913.3	1647174	1647323	-	150	38	27	20
ydfX	NC_000913.3	1647346	1647636	-	291	96	45	17
dicC	NC_000913.3	1647620	1647850	-	231	16	10	3
dicA	NC_000913.3	1647934	1648341	+	408	141	128	255
ydfA	NC_000913.3	1648508	1648663	+	156	55	24	18
ydfB	NC_000913.3	1648665	1648793	+	129	40	16	4
ydfC	NC_000913.3	1648823	1649041	+	219	74	36	29
dicF	NC_000913.3	1649382	1649434	+	53	38	35	27
dicB	NC_000913.3	1649609	1649797	+	189	23	12	4
ydfD	NC_000913.3	1649794	1649985	+	192	33	22	4
ydfE	NC_000913.3	1650078	1650998	+	921	238	96	52
insD7	NC_000913.3	1650881	1651537	+	657	474	316	224
intQ	NC_000913.3	1651512	1652708	+	1197	0	0	0
ynfP	NC_000913.3	1652728	1652838	-	111	0	0	0
rspB	NC_000913.3	1652896	1653915	-	1020	0	0	0
rspA	NC_000913.3	1653927	1655141	-	1215	0	0	0
ynfA	NC_000913.3	1655347	1655673	-	327	0	0	0
ynfB	NC_000913.3	1655808	1656149	+	342	0	0	0
speG	NC_000913.3	1656184	1656744	+	561	0	0	0
ynfC	NC_000913.3	1656747	1657457	-	711	0	0	0
ynfD	NC_000913.3	1657565	1657870	+	306	0	0	0
ynfE	NC_000913.3	1658069	1660495	+	2427	0	0	3
ynfF	NC_000913.3	1660556	1662979	+	2424	0	0	0
ynfG	NC_000913.3	1662990	1663607	+	618	0	0	0
ynfH	NC_000913.3	1663609	1664463	+	855	0	0	0
dmsD	NC_000913.3	1664506	1665120	+	615	0	0	1
clcB	NC_000913.3	1665315	1666571	+	1257	0	0	0
bidA	NC_000913.3	1666524	1667219	-	696	0	0	1
mlc	NC_000913.3	1667344	1668564	-	1221	0	0	0
ynfL	NC_000913.3	1668699	1669592	-	894	0	0	0
ynfM	NC_000913.3	1669699	1670952	+	1254	0	0	1
asr	NC_000913.3	1671376	1671684	+	309	0	0	0
ydgU	NC_000913.3	1671777	1671860	+	84	0	0	0
ydgD	NC_000913.3	1671960	1672781	+	822	0	0	0
mdtI	NC_000913.3	1672820	1673149	-	330	0	0	0
mdtJ	NC_000913.3	1673136	1673501	-	366	0	0	0
mdtU	NC_000913.3	1673608	1673709	-	102	0	0	0
tqsA	NC_000913.3	1673913	1674947	+	1035	0	0	0
pntB	NC_000913.3	1674972	1676360	-	1389	14004	11832	4865
pntA	NC_000913.3	1676371	1677903	-	1533	18092	17708	6288
ydgH	NC_000913.3	1678427	1679371	+	945	763	547	297
ydgI	NC_000913.3	1679557	1680939	+	1383	906	519	231
folM	NC_000913.3	1680976	1681698	+	723	723	581	156
ydgC	NC_000913.3	1681695	1682030	-	336	197	132	83
rstA	NC_000913.3	1682159	1682878	+	720	304	155	110
rstB	NC_000913.3	1682882	1684183	+	1302	724	369	233
tus	NC_000913.3	1684259	1685188	+	930	1075	818	174
fumC	NC_000913.3	1685185	1686588	-	1404	10601	9517	247
fumA	NC_000913.3	1686731	1688377	-	1647	13854	12072	527
manA	NC_000913.3	1688576	1689751	+	1176	962	592	297
ydgA	NC_000913.3	1689852	1691360	+	1509	7174	10038	2740
uidC	NC_000913.3	1691586	1692851	-	1266	793	472	83
uidB	NC_000913.3	1692890	1694263	-	1374	883	455	47
uidA	NC_000913.3	1694260	1696071	-	1812	1739	920	109
uidR	NC_000913.3	1696462	1697052	-	591	1061	1001	1044
hdhA	NC_000913.3	1697273	1698040	-	768	8427	12359	3552
malI	NC_000913.3	1698152	1699180	-	1029	1205	1034	166
malX	NC_000913.3	1699355	1700947	+	1593	926	504	171
malY	NC_000913.3	1700957	1702129	+	1173	893	551	449
add	NC_000913.3	1702233	1703234	+	1002	1194	826	340
ydgJ	NC_000913.3	1703268	1704308	-	1041	1055	704	610
blr	NC_000913.3	1704551	1704676	+	126	89	57	71
cnu	NC_000913.3	1704949	1705164	+	216	82	71	33
ydgK	NC_000913.3	1705250	1705690	+	441	231	183	280
rsxA	NC_000913.3	1705767	1706348	+	582	295	164	120
rsxB	NC_000913.3	1706348	1706926	+	579	267	171	223
rsxC	NC_000913.3	1706919	1709141	+	2223	1329	709	541
rsxD	NC_000913.3	1709142	1710200	+	1059	725	406	195
rsxG	NC_000913.3	1710204	1710824	+	621	275	128	111
rsxE	NC_000913.3	1710828	1711523	+	696	417	219	94
nth	NC_000913.3	1711523	1712158	+	636	339	180	156
dtpA	NC_000913.3	1712769	1714271	+	1503	808	495	2919
gstA	NC_000913.3	1714377	1714982	+	606	1254	1053	995
pdxY	NC_000913.3	1715026	1715889	-	864	675	444	635
tyrS	NC_000913.3	1715948	1717222	-	1275	1187	1147	1248
pdxH	NC_000913.3	1717351	1718007	-	657	460	324	514
mliC	NC_000913.3	1718066	1718395	-	330	164	112	62
anmK	NC_000913.3	1718493	1719602	-	1110	651	538	172
slyB	NC_000913.3	1719876	1720343	+	468	4033	4102	1301
slyA	NC_000913.3	1720390	1720824	-	435	1739	1425	1311
ydhI	NC_000913.3	1721025	1721261	+	237	220	130	43
ydhJ	NC_000913.3	1721264	1722121	+	858	391	209	113
ydhK	NC_000913.3	1722121	1724133	+	2013	1248	744	396
sodC	NC_000913.3	1724134	1724655	-	522	2862	3217	396
ydhF	NC_000913.3	1724736	1725632	-	897	2631	3422	298
ydhL	NC_000913.3	1725681	1725920	-	240	462	387	37
nemR	NC_000913.3	1726023	1726622	+	600	279	283	147
nemA	NC_000913.3	1726659	1727756	+	1098	1114	1013	509
gloA	NC_000913.3	1727837	1728244	+	408	620	527	251
rnt	NC_000913.3	1728347	1728994	+	648	528	264	296
lhr	NC_000913.3	1729087	1733703	+	4617	3717	2005	1066
grxD	NC_000913.3	1733754	1734101	-	348	1585	1184	587
mepH	NC_000913.3	1734435	1735250	+	816	680	412	101
sodB	NC_000913.3	1735378	1735959	+	582	1541	2145	951
ydhP	NC_000913.3	1736121	1737290	-	1170	955	539	417
cydH	NC_000913.3	1737456	1737545	-	90	140	88	59
purR	NC_000913.3	1737844	1738869	+	1026	795	490	548
punR	NC_000913.3	1738866	1739798	-	933	419	295	139
punC	NC_000913.3	1739911	1741122	+	1212	813	568	181
cfa	NC_000913.3	1741413	1742561	+	1149	4898	5033	6826
ribC	NC_000913.3	1742601	1743242	-	642	1083	892	797
mdtK	NC_000913.3	1743457	1744830	+	1374	2828	3144	767
ydhQ	NC_000913.3	1744871	1746127	-	1257	2236	2306	895
valV	NC_000913.3	1746435	1746511	+	77	20	12	2
valW	NC_000913.3	1746516	1746592	+	77	27	25	9
ydhR	NC_000913.3	1746700	1747005	+	306	521	693	402
ydhS	NC_000913.3	1747131	1748735	+	1605	1553	1891	552
ydhT	NC_000913.3	1748747	1749559	-	813	541	315	191
ydhU	NC_000913.3	1749563	1750348	-	786	474	238	93
ydhX	NC_000913.3	1750345	1751013	-	669	467	273	44
ydhW	NC_000913.3	1751077	1751724	-	648	280	157	64
ydhV	NC_000913.3	1751728	1753830	-	2103	1209	648	108
ydhY	NC_000913.3	1753851	1754477	-	627	257	195	30
fumD	NC_000913.3	1754932	1755141	-	210	225	160	48
ynhH	NC_000913.3	1755496	1755690	+	195	141	79	37
pykF	NC_000913.3	1755698	1757110	+	1413	6654	8167	2350
lpp	NC_000913.3	1757421	1757657	+	237	5833	10987	21394
ldtE	NC_000913.3	1757721	1758725	-	1005	15668	11422	3046
sufE	NC_000913.3	1758874	1759290	-	417	430	358	611
sufS	NC_000913.3	1759303	1760523	-	1221	2040	2295	2702
sufD	NC_000913.3	1760520	1761791	-	1272	2391	3027	3290
sufC	NC_000913.3	1761766	1762512	-	747	1598	1984	1882
sufB	NC_000913.3	1762522	1764009	-	1488	4398	5271	4484
sufA	NC_000913.3	1764018	1764386	-	369	1419	1569	1262
rydB	NC_000913.3	1764713	1764780	-	68	50	40	588
ydiH	NC_000913.3	1764934	1765122	-	189	151	80	1802
menI	NC_000913.3	1765222	1765632	-	411	401	221	287
ydiJ	NC_000913.3	1765629	1768685	-	3057	2215	1142	2289
ydiK	NC_000913.3	1769074	1770186	+	1113	1644	1372	472
rprA	NC_000913.3	1770372	1770477	+	106	106	59	10
ydiL	NC_000913.3	1770615	1770971	+	357	147	93	22
ydiM	NC_000913.3	1771071	1772285	+	1215	449	244	33
ydiN	NC_000913.3	1772512	1773777	+	1266	636	352	59
ydiB	NC_000913.3	1773789	1774655	+	867	325	149	38
aroD	NC_000913.3	1774686	1775444	+	759	581	302	84
ydiF	NC_000913.3	1775587	1777182	+	1596	852	508	43
ydiO	NC_000913.3	1777196	1778347	+	1152	501	236	30
ydiP	NC_000913.3	1778390	1779301	-	912	504	310	75
ydiQ	NC_000913.3	1779617	1780381	+	765	472	216	45
ydiR	NC_000913.3	1780401	1781339	+	939	679	340	66
ydiS	NC_000913.3	1781395	1782684	+	1290	970	433	69
ydiT	NC_000913.3	1782681	1782974	+	294	97	50	13
fadK	NC_000913.3	1782977	1784677	+	1701	1031	532	141
ppsA	NC_000913.3	1784734	1787112	-	2379	3262	3155	2158
ppsR	NC_000913.3	1787445	1788278	+	834	626	384	127
aroH	NC_000913.3	1788435	1789481	+	1047	574	306	491
ydiE	NC_000913.3	1789613	1789804	+	192	108	82	150
selO	NC_000913.3	1789808	1791244	-	1437	1683	1463	879
rflP	NC_000913.3	1791307	1792020	-	714	1333	1349	168
nlpC	NC_000913.3	1792267	1792731	-	465	564	522	315
btuD	NC_000913.3	1792809	1793558	-	750	815	830	227
btuE	NC_000913.3	1793558	1794109	-	552	1089	1797	302
btuC	NC_000913.3	1794172	1795152	-	981	883	678	588
ihfA	NC_000913.3	1795253	1795552	-	300	16100	17355	2622
pheT	NC_000913.3	1795557	1797944	-	2388	4182	3966	1851
pheS	NC_000913.3	1797959	1798942	-	984	1105	822	580
pheM	NC_000913.3	1799226	1799270	-	45	40	12	49
rplT	NC_000913.3	1799393	1799749	-	357	2311	5904	24758
rpmI	NC_000913.3	1799802	1799999	-	198	1432	3472	18141
infC	NC_000913.3	1800096	1800638	-	543	6707	10268	27211
thrS	NC_000913.3	1800642	1802570	-	1929	8045	9097	10712
arpB	NC_000913.3	1803094	1804993	+	1900	482	329	100
yniD	NC_000913.3	1805165	1805272	+	108	16	15	22
ydiY	NC_000913.3	1805325	1806083	-	759	472	279	103
pfkB	NC_000913.3	1806370	1807299	+	930	4112	3378	708
ydiZ	NC_000913.3	1807400	1807690	+	291	1791	2868	236
yniA	NC_000913.3	1807796	1808656	+	861	6557	11924	957
yniB	NC_000913.3	1808697	1809233	-	537	1503	1813	995
hxpB	NC_000913.3	1809380	1810048	+	669	423	260	107
ydjM	NC_000913.3	1810211	1810801	+	591	251	236	108
tcyP	NC_000913.3	1810934	1812325	+	1392	1049	871	800
ydjO	NC_000913.3	1812329	1813132	-	804	89	94	15
cedA	NC_000913.3	1813421	1813663	-	243	160	144	36
katE	NC_000913.3	1813867	1816128	+	2262	2005	2559	591
chbG	NC_000913.3	1816386	1817135	-	750	741	416	155
chbF	NC_000913.3	1817148	1818500	-	1353	987	585	100
chbR	NC_000913.3	1818605	1819447	-	843	493	290	152
chbA	NC_000913.3	1819455	1819805	-	351	184	150	35
chbC	NC_000913.3	1819856	1821214	-	1359	1124	907	114
chbB	NC_000913.3	1821299	1821619	-	321	602	615	94
osmE	NC_000913.3	1821918	1822256	-	339	7618	7936	2870
nadE	NC_000913.3	1822458	1823285	+	828	1666	1562	456
cho	NC_000913.3	1823515	1824402	+	888	720	536	708
ves	NC_000913.3	1824362	1824937	-	576	284	195	117
spy	NC_000913.3	1825140	1825625	-	486	1464	2054	551
astE	NC_000913.3	1825955	1826923	-	969	1245	588	61
astB	NC_000913.3	1826916	1828259	-	1344	2496	1303	203
astD	NC_000913.3	1828256	1829734	-	1479	3696	1990	188
astA	NC_000913.3	1829731	1830765	-	1035	3487	1582	132
astC	NC_000913.3	1830762	1831982	-	1221	6049	2414	140
xthA	NC_000913.3	1832428	1833234	+	807	797	492	195
ydjX	NC_000913.3	1833401	1834111	+	711	441	245	81
ydjY	NC_000913.3	1834116	1834793	+	678	527	254	32
ydjZ	NC_000913.3	1834808	1835515	+	708	511	274	85
ynjA	NC_000913.3	1835515	1836063	+	549	311	217	89
ynjB	NC_000913.3	1836073	1837239	+	1167	1042	673	152
ynjC	NC_000913.3	1837212	1838747	+	1536	850	501	127
