Geneid	Chr	Start	End	Strand	Length
gloA	NC_000913.3	1727837	1728244	+	408
rnt	NC_000913.3	1728347	1728994	+	648
lhr	NC_000913.3	1729087	1733703	+	4617
grxD	NC_000913.3	1733754	1734101	-	348
mepH	NC_000913.3	1734435	1735250	+	816
sodB	NC_000913.3	1735378	1735959	+	582
ydhP	NC_000913.3	1736121	1737290	-	1170
cydH	NC_000913.3	1737456	1737545	-	90
purR	NC_000913.3	1737844	1738869	+	1026
punR	NC_000913.3	1738866	1739798	-	933
punC	NC_000913.3	1739911	1741122	+	1212
cfa	NC_000913.3	1741413	1742561	+	1149
ribC	NC_000913.3	1742601	1743242	-	642
mdtK	NC_000913.3	1743457	1744830	+	1374
ydhQ	NC_000913.3	1744871	1746127	-	1257
valV	NC_000913.3	1746435	1746511	+	77
valW	NC_000913.3	1746516	1746592	+	77
ydhR	NC_000913.3	1746700	1747005	+	306
ydhS	NC_000913.3	1747131	1748735	+	1605
ydhT	NC_000913.3	1748747	1749559	-	813
ydhU	NC_000913.3	1749563	1750348	-	786
ydhX	NC_000913.3	1750345	1751013	-	669
ydhW	NC_000913.3	1751077	1751724	-	648
ydhV	NC_000913.3	1751728	1753830	-	2103
ydhY	NC_000913.3	1753851	1754477	-	627
fumD	NC_000913.3	1754932	1755141	-	210
ynhH	NC_000913.3	1755496	1755690	+	195
pykF	NC_000913.3	1755698	1757110	+	1413
lpp	NC_000913.3	1757421	1757657	+	237
ldtE	NC_000913.3	1757721	1758725	-	1005
sufE	NC_000913.3	1758874	1759290	-	417
sufS	NC_000913.3	1759303	1760523	-	1221
sufD	NC_000913.3	1760520	1761791	-	1272
sufC	NC_000913.3	1761766	1762512	-	747
sufB	NC_000913.3	1762522	1764009	-	1488
sufA	NC_000913.3	1764018	1764386	-	369
rydB	NC_000913.3	1764713	1764780	-	68
ydiH	NC_000913.3	1764934	1765122	-	189
menI	NC_000913.3	1765222	1765632	-	411
ydiJ	NC_000913.3	1765629	1768685	-	3057
ydiK	NC_000913.3	1769074	1770186	+	1113
rprA	NC_000913.3	1770372	1770477	+	106
ydiL	NC_000913.3	1770615	1770971	+	357
ydiM	NC_000913.3	1771071	1772285	+	1215
ydiN	NC_000913.3	1772512	1773777	+	1266
ydiB	NC_000913.3	1773789	1774655	+	867
aroD	NC_000913.3	1774686	1775444	+	759
ydiF	NC_000913.3	1775587	1777182	+	1596
ydiO	NC_000913.3	1777196	1778347	+	1152
ydiP	NC_000913.3	1778390	1779301	-	912
ydiQ	NC_000913.3	1779617	1780381	+	765
ydiR	NC_000913.3	1780401	1781339	+	939
ydiS	NC_000913.3	1781395	1782684	+	1290
ydiT	NC_000913.3	1782681	1782974	+	294
fadK	NC_000913.3	1782977	1784677	+	1701
ppsA	NC_000913.3	1784734	1787112	-	2379
ppsR	NC_000913.3	1787445	1788278	+	834
aroH	NC_000913.3	1788435	1789481	+	1047
ydiE	NC_000913.3	1789613	1789804	+	192
selO	NC_000913.3	1789808	1791244	-	1437
rflP	NC_000913.3	1791307	1792020	-	714
nlpC	NC_000913.3	1792267	1792731	-	465
btuD	NC_000913.3	1792809	1793558	-	750
btuE	NC_000913.3	1793558	1794109	-	552
btuC	NC_000913.3	1794172	1795152	-	981
ihfA	NC_000913.3	1795253	1795552	-	300
pheT	NC_000913.3	1795557	1797944	-	2388
pheS	NC_000913.3	1797959	1798942	-	984
pheM	NC_000913.3	1799226	1799270	-	45
rplT	NC_000913.3	1799393	1799749	-	357
rpmI	NC_000913.3	1799802	1799999	-	198
infC	NC_000913.3	1800096	1800638	-	543
thrS	NC_000913.3	1800642	1802570	-	1929
arpB	NC_000913.3	1803094	1804993	+	1900
yniD	NC_000913.3	1805165	1805272	+	108
ydiY	NC_000913.3	1805325	1806083	-	759
pfkB	NC_000913.3	1806370	1807299	+	930
ydiZ	NC_000913.3	1807400	1807690	+	291
yniA	NC_000913.3	1807796	1808656	+	861
yniB	NC_000913.3	1808697	1809233	-	537
hxpB	NC_000913.3	1809380	1810048	+	669
ydjM	NC_000913.3	1810211	1810801	+	591
tcyP	NC_000913.3	1810934	1812325	+	1392
ydjO	NC_000913.3	1812329	1813132	-	804
cedA	NC_000913.3	1813421	1813663	-	243
katE	NC_000913.3	1813867	1816128	+	2262
chbG	NC_000913.3	1816386	1817135	-	750
chbF	NC_000913.3	1817148	1818500	-	1353
chbR	NC_000913.3	1818605	1819447	-	843
chbA	NC_000913.3	1819455	1819805	-	351
chbC	NC_000913.3	1819856	1821214	-	1359
chbB	NC_000913.3	1821299	1821619	-	321
osmE	NC_000913.3	1821918	1822256	-	339
nadE	NC_000913.3	1822458	1823285	+	828
cho	NC_000913.3	1823515	1824402	+	888
ves	NC_000913.3	1824362	1824937	-	576
spy	NC_000913.3	1825140	1825625	-	486
astE	NC_000913.3	1825955	1826923	-	969
astB	NC_000913.3	1826916	1828259	-	1344
astD	NC_000913.3	1828256	1829734	-	1479
astA	NC_000913.3	1829731	1830765	-	1035
astC	NC_000913.3	1830762	1831982	-	1221
xthA	NC_000913.3	1832428	1833234	+	807
ydjX	NC_000913.3	1833401	1834111	+	711
ydjY	NC_000913.3	1834116	1834793	+	678
ydjZ	NC_000913.3	1834808	1835515	+	708
ynjA	NC_000913.3	1835515	1836063	+	549
ynjB	NC_000913.3	1836073	1837239	+	1167
ynjC	NC_000913.3	1837212	1838747	+	1536
ynjD	NC_000913.3	1838747	1839400	+	654
ynjE	NC_000913.3	1839467	1840774	+	1308
ynjF	NC_000913.3	1840783	1841403	-	621
nudG	NC_000913.3	1841490	1841897	+	408
ynjH	NC_000913.3	1841863	1842135	-	273
gdhA	NC_000913.3	1842371	1843714	+	1344
ynjI	NC_000913.3	1843831	1844871	-	1041
topB	NC_000913.3	1844999	1846960	-	1962
selD	NC_000913.3	1846965	1848008	-	1044
ydjA	NC_000913.3	1848125	1848676	-	552
sppA	NC_000913.3	1848837	1850693	+	1857
ansA	NC_000913.3	1850860	1851876	+	1017
pncA	NC_000913.3	1851887	1852528	+	642
ydjE	NC_000913.3	1852621	1853979	-	1359
ydjF	NC_000913.3	1854096	1854854	-	759
ydjG	NC_000913.3	1854991	1855971	-	981
ydjH	NC_000913.3	1855981	1856928	-	948
ydjI	NC_000913.3	1856933	1857769	-	837
ydjJ	NC_000913.3	1857790	1858833	-	1044
ydjK	NC_000913.3	1858850	1860229	-	1380
ydjL	NC_000913.3	1860256	1861332	-	1077
yeaC	NC_000913.3	1861702	1861974	-	273
msrB	NC_000913.3	1862016	1862429	-	414
gapA	NC_000913.3	1862771	1863766	+	996
yeaD	NC_000913.3	1863850	1864734	+	885
yeaE	NC_000913.3	1864782	1865636	-	855
mipA	NC_000913.3	1865726	1866472	-	747
yeaG	NC_000913.3	1866908	1868842	+	1935
yeaH	NC_000913.3	1868955	1870238	+	1284
cdgI	NC_000913.3	1870385	1871860	+	1476
dgcJ	NC_000913.3	1872041	1873531	+	1491
yeaK	NC_000913.3	1873574	1874077	+	504
yoaI	NC_000913.3	1874078	1874182	-	105
yeaL	NC_000913.3	1874352	1874798	+	447
nimR	NC_000913.3	1874755	1875576	-	822
nimT	NC_000913.3	1875673	1876854	+	1182
yeaO	NC_000913.3	1876909	1877256	+	348
yoaF	NC_000913.3	1877278	1877532	-	255
dgcP	NC_000913.3	1877715	1878740	+	1026
yoaK	NC_000913.3	1878773	1878871	+	99
yoaJ	NC_000913.3	1878874	1878948	+	75
yeaQ	NC_000913.3	1879007	1879255	-	249
yoaG	NC_000913.3	1879403	1879585	-	183
yeaR	NC_000913.3	1879589	1879948	-	360
leuE	NC_000913.3	1880121	1880759	-	639
dmlR	NC_000913.3	1880886	1881809	-	924
dmlA	NC_000913.3	1881912	1882997	+	1086
yeaV	NC_000913.3	1883188	1884633	+	1446
yeaW	NC_000913.3	1884665	1885789	+	1125
yeaX	NC_000913.3	1885845	1886810	+	966
rnd	NC_000913.3	1886864	1887991	-	1128
fadD	NC_000913.3	1888061	1889746	-	1686
yeaY	NC_000913.3	1889951	1890532	-	582
tsaB	NC_000913.3	1890572	1891267	-	696
yoaA	NC_000913.3	1891325	1893235	-	1911
yoaB	NC_000913.3	1893367	1893711	+	345
yoaC	NC_000913.3	1894133	1894432	+	300
yoaH	NC_000913.3	1894552	1894731	-	180
pabB	NC_000913.3	1894805	1896166	+	1362
nudL	NC_000913.3	1896170	1896748	+	579
sdaA	NC_000913.3	1896932	1898296	+	1365
pdeD	NC_000913.3	1898427	1900025	+	1599
yoaE	NC_000913.3	1900029	1901585	-	1557
yoaL	NC_000913.3	1901573	1901731	-	159
manX	NC_000913.3	1902048	1903019	+	972
manY	NC_000913.3	1903082	1903882	+	801
manZ	NC_000913.3	1903895	1904746	+	852
yobD	NC_000913.3	1904801	1905259	+	459
mntP	NC_000913.3	1905688	1906254	+	567
rlmA	NC_000913.3	1906251	1907060	-	810
cspC	NC_000913.3	1907226	1907435	-	210
yobF	NC_000913.3	1907448	1907591	-	144
yebO	NC_000913.3	1908261	1908548	-	288
mgrB	NC_000913.3	1908623	1908766	-	144
yobH	NC_000913.3	1908925	1909164	+	240
kdgR	NC_000913.3	1909308	1910099	-	792
yebQ	NC_000913.3	1910276	1911649	+	1374
htpX	NC_000913.3	1911695	1912576	-	882
prc	NC_000913.3	1912768	1914816	-	2049
proQ	NC_000913.3	1914836	1915534	-	699
msrC	NC_000913.3	1915631	1916128	-	498
letA	NC_000913.3	1916258	1917541	+	1284
letB	NC_000913.3	1917510	1920143	+	2634
rsmF	NC_000913.3	1920223	1921662	+	1440
yebV	NC_000913.3	1921780	1922016	+	237
yebW	NC_000913.3	1922121	1922312	+	192
pphA	NC_000913.3	1922313	1922969	-	657
ryeA	NC_000913.3	1923066	1923337	+	272
sdsR	NC_000913.3	1923104	1923207	-	104
yebY	NC_000913.3	1923365	1923706	-	342
yebZ	NC_000913.3	1923719	1924591	-	873
yobA	NC_000913.3	1924595	1924969	-	375
holE	NC_000913.3	1925108	1925338	+	231
yobB	NC_000913.3	1925440	1926096	+	657
exoX	NC_000913.3	1926120	1926782	+	663
ptrB	NC_000913.3	1926779	1928839	-	2061
yebE	NC_000913.3	1929048	1929707	-	660
yebF	NC_000913.3	1930034	1930390	-	357
yebG	NC_000913.3	1930457	1930747	-	291
purT	NC_000913.3	1930881	1932059	+	1179
eda	NC_000913.3	1932115	1932756	-	642
edd	NC_000913.3	1932793	1934604	-	1812
zwf	NC_000913.3	1934839	1936314	-	1476
yebK	NC_000913.3	1936652	1937521	+	870
pykA	NC_000913.3	1937649	1939091	+	1443
lpxM	NC_000913.3	1939222	1940193	-	972
mepM	NC_000913.3	1940313	1941635	-	1323
znuA	NC_000913.3	1941651	1942583	-	933
znuC	NC_000913.3	1942662	1943417	+	756
znuB	NC_000913.3	1943414	1944199	+	786
ruvB	NC_000913.3	1944346	1945356	-	1011
ruvA	NC_000913.3	1945365	1945976	-	612
yobI	NC_000913.3	1946115	1946180	-	66
yebB	NC_000913.3	1946251	1946853	+	603
ruvC	NC_000913.3	1946855	1947376	-	522
yebC	NC_000913.3	1947411	1948151	-	741
nudB	NC_000913.3	1948180	1948632	-	453
aspS	NC_000913.3	1948750	1950522	-	1773
yecD	NC_000913.3	1950832	1951398	+	567
yecE	NC_000913.3	1951395	1952213	+	819
yecN	NC_000913.3	1952266	1952661	+	396
cmoA	NC_000913.3	1952702	1953445	+	744
cmoB	NC_000913.3	1953442	1954413	+	972
torZ	NC_000913.3	1954578	1957007	-	2430
torY	NC_000913.3	1957032	1958132	-	1101
micL	NC_000913.3	1958441	1958520	-	80
cutC	NC_000913.3	1958520	1959266	-	747
yecM	NC_000913.3	1959280	1959846	-	567
argS	NC_000913.3	1960062	1961795	+	1734
yecV	NC_000913.3	1961837	1961881	-	45
yecT	NC_000913.3	1961972	1962460	+	489
flhE	NC_000913.3	1962580	1962972	-	393
flhA	NC_000913.3	1962972	1965050	-	2079
flhB	NC_000913.3	1965043	1966191	-	1149
cheZ	NC_000913.3	1966393	1967037	-	645
cheY	NC_000913.3	1967048	1967437	-	390
cheB	NC_000913.3	1967452	1968501	-	1050
cheR	NC_000913.3	1968504	1969364	-	861
tap	NC_000913.3	1969383	1970984	-	1602
tar	NC_000913.3	1971030	1972691	-	1662
cheW	NC_000913.3	1972836	1973339	-	504
cheA	NC_000913.3	1973360	1975324	-	1965
motB	NC_000913.3	1975329	1976255	-	927
motA	NC_000913.3	1976252	1977139	-	888
motR	NC_000913.3	1977208	1977302	-	95
flhC	NC_000913.3	1977266	1977844	-	579
flhD	NC_000913.3	1977847	1978197	-	351
insB5	NC_000913.3	1978518	1979021	-	504
insA5	NC_000913.3	1978940	1979215	-	276
uspC	NC_000913.3	1979753	1980181	+	429
otsA	NC_000913.3	1980188	1981612	-	1425
otsB	NC_000913.3	1981587	1982387	-	801
araH	NC_000913.3	1982554	1983540	-	987
araG	NC_000913.3	1983555	1985069	-	1515
araF	NC_000913.3	1985139	1986128	-	990
ftnB	NC_000913.3	1986925	1987428	+	504
yecJ	NC_000913.3	1987507	1987758	-	252
azuC	NC_000913.3	1987873	1987959	-	87
yecR	NC_000913.3	1988222	1988545	+	324
ftnA	NC_000913.3	1988716	1989213	+	498
yecH	NC_000913.3	1989251	1989490	-	240
tyrP	NC_000913.3	1989681	1990892	+	1212
yecA	NC_000913.3	1990954	1991619	-	666
3ETS_leuZ	NC_000913.3	1991748	1991814	-	67
leuZ	NC_000913.3	1991815	1991901	-	87
cysT	NC_000913.3	1991914	1991987	-	74
glyW	NC_000913.3	1992042	1992117	-	76
pgsA	NC_000913.3	1992269	1992817	-	549
uvrC	NC_000913.3	1992874	1994706	-	1833
uvrY	NC_000913.3	1994703	1995359	-	657
yecU	NC_000913.3	1995655	1995831	+	177
yecF	NC_000913.3	1995818	1996042	+	225
sdiA	NC_000913.3	1996110	1996832	-	723
sdsN	NC_000913.3	1996921	1997057	+	137
tcyN	NC_000913.3	1997062	1997814	-	753
tcyL	NC_000913.3	1997811	1998479	-	669
dcyD	NC_000913.3	1998494	1999480	-	987
tcyJ	NC_000913.3	1999585	2000385	-	801
fliZ	NC_000913.3	2000473	2001024	-	552
fliA	NC_000913.3	2001070	2001789	-	720
fliX	NC_000913.3	2001912	2002106	-	195
fliC	NC_000913.3	2002110	2003606	-	1497
fliD	NC_000913.3	2003872	2005278	+	1407
fliS	NC_000913.3	2005303	2005713	+	411
fliT	NC_000913.3	2005713	2006078	+	366
amyA	NC_000913.3	2006156	2007643	+	1488
yedD	NC_000913.3	2007677	2008090	-	414
yedE	NC_000913.3	2008277	2009482	+	1206
yedF	NC_000913.3	2009479	2009712	+	234
yedK	NC_000913.3	2009821	2010489	+	669
yedL	NC_000913.3	2010600	2011079	+	480
yedN	NC_000913.3	2011223	2012351	-	1129
intG	NC_000913.3	2012502	2012780	+	279
fliE	NC_000913.3	2012700	2013014	-	315
fliF	NC_000913.3	2013229	2014887	+	1659
fliG	NC_000913.3	2014880	2015875	+	996
fliH	NC_000913.3	2015868	2016554	+	687
fliI	NC_000913.3	2016554	2017927	+	1374
fliJ	NC_000913.3	2017946	2018389	+	444
fliK	NC_000913.3	2018386	2019513	+	1128
fliL	NC_000913.3	2019618	2020082	+	465
fliM	NC_000913.3	2020087	2021091	+	1005
fliN	NC_000913.3	2021088	2021501	+	414
fliO	NC_000913.3	2021504	2021869	+	366
fliP	NC_000913.3	2021869	2022606	+	738
fliQ	NC_000913.3	2022616	2022885	+	270
fliR	NC_000913.3	2022893	2023678	+	786
rcsA	NC_000913.3	2023968	2024591	+	624
dsrB	NC_000913.3	2024635	2024823	-	189
yodD	NC_000913.3	2024986	2025213	+	228
dsrA	NC_000913.3	2025223	2025313	-	91
yedP	NC_000913.3	2025511	2026326	+	816
dgcQ	NC_000913.3	2026323	2028017	-	1695
yodC	NC_000913.3	2028188	2028370	-	183
yedI	NC_000913.3	2028449	2029366	-	918
yedA	NC_000913.3	2029539	2030459	+	921
vsr	NC_000913.3	2030448	2030918	-	471
dcm	NC_000913.3	2030899	2032317	-	1419
yedJ	NC_000913.3	2032384	2033079	-	696
drpB	NC_000913.3	2033119	2033421	-	303
rseX	NC_000913.3	2033649	2033739	+	91
yedS	NC_000913.3	2034051	2035243	+	1193
hchA	NC_000913.3	2035835	2036686	+	852
hprS	NC_000913.3	2036794	2038152	-	1359
hprR	NC_000913.3	2038152	2038823	-	672
hiuH	NC_000913.3	2038956	2039369	+	414
msrP	NC_000913.3	2039478	2040482	+	1005
msrQ	NC_000913.3	2040483	2041118	+	636
zinT	NC_000913.3	2041375	2042025	+	651
yodB	NC_000913.3	2042368	2042898	+	531
serU	NC_000913.3	2043468	2043557	-	90
mtfA	NC_000913.3	2043651	2044448	+	798
asnT	NC_000913.3	2044549	2044624	+	76
yeeJ	NC_000913.3	2044938	2052014	+	7077
yeeL	NC_000913.3	2052276	2053328	-	1053
shiA	NC_000913.3	2053643	2054959	+	1317
amn	NC_000913.3	2055061	2056515	+	1455
yeeN	NC_000913.3	2056858	2057574	+	717
asnW	NC_000913.3	2058027	2058102	-	76
yeeO	NC_000913.3	2058203	2059846	-	1644
asnU	NC_000913.3	2059851	2059926	+	76
cbl	NC_000913.3	2059964	2060914	-	951
nac	NC_000913.3	2061016	2061933	-	918
asnV	NC_000913.3	2062260	2062335	+	76
ldtA	NC_000913.3	2062391	2063323	-	933
cobT	NC_000913.3	2063388	2064467	-	1080
cobS	NC_000913.3	2064479	2065222	-	744
cobU	NC_000913.3	2065219	2065764	-	546
yeeH	NC_000913.3	2066068	2066154	-	87
insH6	NC_000913.3	2066305	2067285	-	981
yoeG	NC_000913.3	2067360	2067892	-	533
yoeH	NC_000913.3	2068261	2068419	-	159
yoeA	NC_000913.3	2068635	2070474	+	1840
insD3	NC_000913.3	2068952	2069857	-	906
insC3	NC_000913.3	2069815	2070180	-	366
yeeP	NC_000913.3	2070786	2071211	+	426
isrC	NC_000913.3	2071317	2071511	+	195
flu	NC_000913.3	2071539	2074658	+	3120
yeeR	NC_000913.3	2074779	2076311	+	1533
yeeS	NC_000913.3	2076308	2076754	+	447
yeeT	NC_000913.3	2076817	2077038	+	222
cbeA	NC_000913.3	2077112	2077480	+	369
cbtA	NC_000913.3	2077569	2077943	+	375
yeeW	NC_000913.3	2077940	2078134	+	195
yoeD	NC_000913.3	2078549	2078677	-	129
yoeF	NC_000913.3	2078575	2078931	+	357
tmaR	NC_000913.3	2079032	2079361	-	330
yoeJ	NC_000913.3	2079427	2079477	-	51
yeeA	NC_000913.3	2079533	2080591	-	1059
sbmC	NC_000913.3	2080789	2081262	-	474
dacD	NC_000913.3	2081381	2082547	-	1167
sbcB	NC_000913.3	2082756	2084183	+	1428
tsuB	NC_000913.3	2084226	2084453	-	228
tsuA	NC_000913.3	2084467	2085525	-	1059
plaP	NC_000913.3	2085704	2087062	-	1359
yoeI	NC_000913.3	2087052	2087114	-	63
yeeY	NC_000913.3	2087329	2088258	-	930
yeeZ	NC_000913.3	2088304	2089128	-	825
yoeB	NC_000913.3	2089211	2089465	-	255
yefM	NC_000913.3	2089462	2089713	-	252
hisL	NC_000913.3	2089996	2090046	+	51
hisG	NC_000913.3	2090192	2091091	+	900
hisD	NC_000913.3	2091097	2092401	+	1305
hisC	NC_000913.3	2092398	2093468	+	1071
hisB	NC_000913.3	2093468	2094535	+	1068
hisH	NC_000913.3	2094535	2095125	+	591
hisA	NC_000913.3	2095125	2095862	+	738
hisF	NC_000913.3	2095844	2096620	+	777
hisI	NC_000913.3	2096614	2097225	+	612
wzzB	NC_000913.3	2097321	2098301	-	981
ugd	NC_000913.3	2098447	2099613	-	1167
gnd	NC_000913.3	2099862	2101268	-	1407
wbbL	NC_000913.3	2101396	2103389	-	1994
insH7	NC_000913.3	2101895	2102875	-	981
wbbK	NC_000913.3	2103391	2104509	-	1119
wbbJ	NC_000913.3	2104494	2105084	-	591
wbbI	NC_000913.3	2105065	2106057	-	993
wbbH	NC_000913.3	2106060	2107226	-	1167
glf	NC_000913.3	2107226	2108329	-	1104
rfbX	NC_000913.3	2108337	2109584	-	1248
rfbC	NC_000913.3	2109581	2110138	-	558
rfbA	NC_000913.3	2110138	2111019	-	882
rfbD	NC_000913.3	2111077	2111976	-	900
rfbB	NC_000913.3	2111976	2113061	-	1086
galF	NC_000913.3	2113434	2114327	-	894
wcaM	NC_000913.3	2114502	2115896	-	1395
wcaL	NC_000913.3	2115907	2117127	-	1221
wcaK	NC_000913.3	2117124	2118404	-	1281
wzxC	NC_000913.3	2118680	2120158	-	1479
wcaJ	NC_000913.3	2120160	2121554	-	1395
cpsG	NC_000913.3	2121609	2122979	-	1371
cpsB	NC_000913.3	2123084	2124520	-	1437
wcaI	NC_000913.3	2124523	2125746	-	1224
gmm	NC_000913.3	2125743	2126222	-	480
fcl	NC_000913.3	2126225	2127190	-	966
gmd	NC_000913.3	2127193	2128314	-	1122
wcaF	NC_000913.3	2128340	2128888	-	549
wcaE	NC_000913.3	2128904	2129650	-	747
wcaD	NC_000913.3	2129661	2130878	-	1218
wcaC	NC_000913.3	2130853	2132070	-	1218
wcaB	NC_000913.3	2132067	2132555	-	489
wcaA	NC_000913.3	2132558	2133397	-	840
wzc	NC_000913.3	2133490	2135652	-	2163
wzb	NC_000913.3	2135655	2136098	-	444
wza	NC_000913.3	2136104	2137243	-	1140
yegH	NC_000913.3	2137902	2139485	+	1584
asmA	NC_000913.3	2139759	2141612	-	1854
dcd	NC_000913.3	2141634	2142215	-	582
udk	NC_000913.3	2142307	2142948	-	642
dgcE	NC_000913.3	2143266	2146583	+	3318
alkA	NC_000913.3	2146692	2147540	-	849
yegD	NC_000913.3	2147674	2149026	+	1353
yegI	NC_000913.3	2149039	2150985	-	1947
yegJ	NC_000913.3	2151185	2151646	+	462
pphC	NC_000913.3	2151711	2152472	-	762
yegL	NC_000913.3	2152469	2153128	-	660
sibA	NC_000913.3	2153311	2153454	+	144
ibsA	NC_000913.3	2153349	2153408	-	60
sibB	NC_000913.3	2153646	2153781	+	136
ibsB	NC_000913.3	2153681	2153737	-	57
mdtA	NC_000913.3	2154016	2155263	+	1248
mdtB	NC_000913.3	2155263	2158385	+	3123
mdtC	NC_000913.3	2158386	2161463	+	3078
mdtD	NC_000913.3	2161464	2162879	+	1416
baeS	NC_000913.3	2162876	2164279	+	1404
baeR	NC_000913.3	2164276	2164998	+	723
yegP	NC_000913.3	2165189	2165521	+	333
trhP	NC_000913.3	2165668	2167029	+	1362
cyaR	NC_000913.3	2167114	2167200	+	87
ogrK	NC_000913.3	2167302	2167520	-	219
yegZ	NC_000913.3	2167602	2167820	-	219
yegR	NC_000913.3	2167989	2168306	-	318
yegS	NC_000913.3	2168712	2169611	+	900
gatR	NC_000913.3	2169693	2171727	-	2035
insE5	NC_000913.3	2170236	2170535	+	300
insF5	NC_000913.3	2170532	2171398	+	867
gatD	NC_000913.3	2171833	2172873	-	1041
gatC	NC_000913.3	2172921	2174278	-	1358
gatB	NC_000913.3	2174282	2174566	-	285
gatA	NC_000913.3	2174597	2175049	-	453
gatZ	NC_000913.3	2175059	2176321	-	1263
gatY	NC_000913.3	2176350	2177204	-	855
fbaB	NC_000913.3	2177512	2178564	-	1053
yegT	NC_000913.3	2178821	2180098	+	1278
yegU	NC_000913.3	2180095	2181099	+	1005
yegV	NC_000913.3	2181096	2182061	+	966
yegW	NC_000913.3	2182035	2182781	-	747
yegX	NC_000913.3	2182833	2183651	-	819
thiD	NC_000913.3	2183716	2184516	-	801
thiM	NC_000913.3	2184513	2185301	-	789
rcnR	NC_000913.3	2185524	2185796	-	273
rcnA	NC_000913.3	2185917	2186741	+	825
rcnB	NC_000913.3	2186960	2187298	+	339
yehA	NC_000913.3	2187380	2188414	-	1035
yehB	NC_000913.3	2188430	2190910	-	2481
yehC	NC_000913.3	2190926	2191645	-	720
yehD	NC_000913.3	2191680	2192222	-	543
yehE	NC_000913.3	2192515	2192796	-	282
mrp	NC_000913.3	2193059	2194168	-	1110
metG	NC_000913.3	2194300	2196333	+	2034
yehF	NC_000913.3	2196474	2197298	+	825
yehH	NC_000913.3	2197410	2200269	+	2860
yehI	NC_000913.3	2200279	2203911	+	3633
yehK	NC_000913.3	2203972	2204289	+	318
yehL	NC_000913.3	2204596	2205684	+	1089
yehM	NC_000913.3	2205695	2207974	+	2280
yehP	NC_000913.3	2207967	2209103	+	1137
yehQ	NC_000913.3	2209100	2210944	+	1845
yehR	NC_000913.3	2211225	2211686	+	462
yehS	NC_000913.3	2211726	2212196	-	471
btsR	NC_000913.3	2212243	2212962	-	720
btsS	NC_000913.3	2212959	2214644	-	1686
mlrA	NC_000913.3	2214866	2215597	+	732
yohO	NC_000913.3	2215657	2215764	+	108
yehW	NC_000913.3	2215745	2216476	-	732
yehX	NC_000913.3	2216481	2217407	-	927
yehY	NC_000913.3	2217400	2218557	-	1158
osmF	NC_000913.3	2218564	2219481	-	918
bglX	NC_000913.3	2219692	2221989	-	2298
dld	NC_000913.3	2222185	2223900	+	1716
pbpG	NC_000913.3	2223938	2224870	-	933
yohC	NC_000913.3	2225044	2225631	-	588
yohD	NC_000913.3	2225801	2226379	+	579
yohF	NC_000913.3	2226509	2227270	-	762
mdtQ	NC_000913.3	2227323	2228758	-	1436
yohP	NC_000913.3	2228982	2229065	+	84
dusC	NC_000913.3	2229438	2230385	-	948
yohJ	NC_000913.3	2230624	2231022	+	399
yohK	NC_000913.3	2231019	2231714	+	696
cdd	NC_000913.3	2231844	2232728	+	885
sanA	NC_000913.3	2232878	2233597	+	720
yeiS	NC_000913.3	2233600	2233839	+	240
preT	NC_000913.3	2234033	2235271	+	1239
preA	NC_000913.3	2235265	2236500	+	1236
mglC	NC_000913.3	2236743	2237753	-	1011
mglA	NC_000913.3	2237769	2239289	-	1521
mglB	NC_000913.3	2239350	2240348	-	999
galS	NC_000913.3	2240628	2241668	-	1041
yeiB	NC_000913.3	2241810	2242967	-	1158
folE	NC_000913.3	2242984	2243652	-	669
yeiG	NC_000913.3	2243910	2244746	+	837
cirA	NC_000913.3	2244778	2246769	-	1992
lysP	NC_000913.3	2247063	2248532	-	1470
yeiE	NC_000913.3	2248737	2249618	-	882
yeiH	NC_000913.3	2249717	2250766	+	1050
nfo	NC_000913.3	2250840	2251697	+	858
yeiI	NC_000913.3	2251700	2252788	+	1089
nupX	NC_000913.3	2252895	2254145	-	1251
rihB	NC_000913.3	2254245	2255186	-	942
yeiL	NC_000913.3	2255355	2256014	+	660
psuT	NC_000913.3	2256085	2257335	-	1251
psuG	NC_000913.3	2257429	2258367	-	939
psuK	NC_000913.3	2258355	2259296	-	942
fruA	NC_000913.3	2259719	2261410	-	1692
fruK	NC_000913.3	2261427	2262365	-	939
fruB	NC_000913.3	2262365	2263495	-	1131
setB	NC_000913.3	2263863	2265044	+	1182
yeiW	NC_000913.3	2265041	2265295	-	255
yeiP	NC_000913.3	2265450	2266022	+	573
yeiQ	NC_000913.3	2266245	2267711	+	1467
yeiR	NC_000913.3	2267829	2268815	+	987
lpxT	NC_000913.3	2268854	2269567	+	714
mepS	NC_000913.3	2269979	2270545	+	567
pdeN	NC_000913.3	2270726	2272282	+	1557
yejA	NC_000913.3	2272364	2274178	+	1815
